Text,Weight,Word_Density,Noun_Count,Verb_Count,Adj_Count,Adv_Count,Pron_Count,Polarity
ladygaga punish tortur mother & amp ; got refuge fraud nyc robert marcon,0.3916371550013242,5.142857142857143,7,1,3,0,0,-0.8286
rt unicefuk i dont famili im orphan i need help a 14yearold afghan refuge talk alon abus gre…,0.2885537118791427,4.894736842105263,11,3,0,0,0,-0.6486
rt matrefugeeconf want know free confer refuge asylumseek matexp pleas rt spread word https…,0.3559563702119719,6.133333333333334,8,2,3,1,0,0.3818
rt philippedam which eu state contribut enough refuge reloc greec & amp ; italy…,0.3414213562373095,5.333333333333333,9,1,1,0,0,0.0
eu could order return refuge crisi fund athen urg acceler process,0.4023689270621825,5.416666666666667,7,1,2,0,0,-0.6249
rt gerrysimpsonhrw eu return reject asylum seeker conflictwrack afghanistan risk fuell instabl & amp ; new refuge flo…,0.4023689270621825,6.2105263157894735,13,1,2,0,0,-0.6597
primeministergr stop forcibl deport turkey first refuge euturkeyd,0.5147120609333741,7.222222222222222,5,2,0,1,0,-0.29600000000000004
primeministergr stop forcibl deport turkey first refuge euturkeyd,0.5147120609333741,7.222222222222222,5,2,0,1,0,-0.29600000000000004
rt wiebkejudith primeministergr stop forcibl deport turkey first refuge euturkeyd,0.4140342101788418,7.363636363636363,7,2,0,1,0,-0.29600000000000004
the refugeesidp daili stori via labor4refugees1 refugeestudi bethferri refuge refuge,0.4140342101788418,7.636363636363637,7,0,1,0,0,0.0
rt apimag exil despair migrant greec lose hope photo pgiannakouri refugee…,0.3725212401980843,6.166666666666667,8,2,1,0,0,-0.25
rt babatundeunfpa proud stand world leader un adopt histor plan address refuge crisi …,0.5414213562373096,5.733333333333333,9,2,3,0,0,-0.25
eucopresid stop forcibl deport turkey first syrian refuge euturkeyd,0.4927992798267444,6.7,6,1,1,1,0,-0.29600000000000004
rt apimag exil despair migrant greec lose hope photo pgiannakouri refugee…,0.3725212401980843,6.166666666666667,8,2,1,0,0,-0.25
rt iomturkey everi migrant refuge stori uniqu common thread humanmobl connectivity…,0.8289342762583558,6.916666666666667,8,0,3,0,0,0.0
rt oneyoungworld so proud year unilev deleg commit support refuge deleg attend oyw next…,0.3559563702119719,5.866666666666666,10,1,2,1,0,0.8122
carleorg dr omar alheeti talk condit refuge camp work samsusa,0.3639563886444922,5.545454545454546,10,0,0,0,0,0.0
rt trobinsonnewera a swedish woman wheel chair gang rape 6 muslim refuge men,0.348461712529338,5.428571428571429,10,0,1,0,0,-0.6808
rt frankgaffney unvett refuge problem 62 known jihadi how man unknown 1 mani stopimportingjihadist https…,0.3916371550013242,6.5625,8,1,3,1,0,-0.4019
rt lucidhurrican listen hillaryclinton talk scam fake refuge crisi trumptap podestaemail …,0.3817206807583979,6.923076923076923,8,1,3,0,0,-0.9124
rt lucidhurrican listen hillaryclinton talk scam fake refuge crisi trumptap podestaemail …,0.3817206807583979,6.923076923076923,8,1,3,0,0,-0.9124
rt everaldatlarg un declar manus nauru world worst refuge camp let close today there 50 million refuge & amp ; we…,0.5525858577612696,5.181818181818182,10,1,5,0,0,-0.6249
rt lars9596 break the terrorsuspect current search chemnitz germani jaber a refuge syria dank frau…,0.3725212401980843,6.1875,9,2,2,0,0,0.0
everi migrant refuge stori uniqu common thread human mobil connectivity…,0.7729851983261213,6.545454545454546,7,0,3,0,0,0.0
un tell nauru take urgent action investig abus refuge children,0.8504686227424478,5.636363636363637,7,1,2,0,0,-0.5267
sign thursday morn anglialli webinar church respond refuge crisi 10am…,0.3639563886444922,6.363636363636363,7,0,2,0,0,-0.6249
rt frantownsend the muslim refuge save american soldier,0.45624347841703794,6.111111111111111,4,2,1,0,0,0.4215
rt everaldatlarg un declar manus nauru world worst refuge camp let close today there 50 million refuge & amp ; we…,0.5525858577612696,5.181818181818182,10,1,5,0,0,-0.6249
rt alarabiyaeng syrian refuge paint snap greek auction syria art,0.3347911841944913,5.818181818181818,7,1,2,0,0,0.0
rt ozrefugeecounc tonight qanda dedic refuge policytweet submit question & amp ; make voic heard935pmabchtt…,0.3414213562373095,6.75,10,1,2,0,0,0.4588
rt asylumseekersoz stay tune tonight qanda refuge asylumseek unchainasylumseekersoz,0.4407730755822165,8.3,6,1,1,1,0,0.0
rt asylumseekersoz stay tune tonight qanda refuge asylumseek unchainasylumseekersoz,0.4407730755822165,8.3,6,1,1,1,0,0.0
syrian refuge arrest plan bomb attack germani,0.7508163313634132,5.625,5,1,1,0,0,0.0
rt phelimkin australia refuge gulag unhcr declar manus island detent center world worst …,0.3725212401980843,5.933333333333334,11,0,3,0,0,-0.765
rt niskanencent privat refuge resettl put american driver seat mlacort bpolit laurenett …,0.4140342101788418,6.357142857142857,9,2,2,0,0,0.0
rt cooprojavabakur a statist campaign launch rojava refuge camp better understand condit women …,0.3817206807583979,6.4,6,4,2,1,0,0.5267
rt richardburgon first day back today new shadow home sec hackneyabbott challeng govt treatment vulner refuge chi…,0.3725212401980843,6.333333333333333,14,0,1,2,0,-0.0772
rt richardburgon first day back today new shadow home sec hackneyabbott challeng govt treatment vulner refuge chi…,0.3725212401980843,6.333333333333333,14,0,1,2,0,-0.0772
rt unicefuk break home sec amberruddmp commit reunit refuge children calai famili uk next wee…,0.5644707842690466,5.875,8,1,6,0,0,0.0258
rt aulicarl wheelchairbound woman gang rape refuge centr gotland visbi island sweden asylboend asylsökar …,0.3916371550013242,6.625,13,0,1,0,0,-0.6808
one day ill help empow young refuge girl stand right & amp ; challeng cultur view internationaldayofthegirl,0.3639563886444922,5.944444444444445,10,2,2,0,0,0.4588
rt ilariaarmaroli on econom polit refuge migrat a paper ceprorg …,0.3226128574608258,5.416666666666667,7,1,1,0,0,0.0
rt unicefukact break home sec amberruddmp commit reunit refuge children calai famili uk next wee…,0.5644707842690466,6.0625,8,1,6,0,0,0.0258
rt unicef britain pledg take hundr children stuck calai jungl refuge camp via ajengl…,0.5414213562373096,5.666666666666667,8,2,3,0,0,-0.25
rt muireannnir calai doubt rais accuraci child refuge census unaccompaniedminor,0.4267766952966369,7.181818181818182,9,1,0,0,0,-0.29600000000000004
theresamay great let start pull weight refuge crisi refuge vulner traffick,0.3725212401980843,6.166666666666667,6,2,2,1,0,0.4417
everi parent want children safe & amp ; secur this refuge famili differ jnj savethechildren,0.5771571050001026,5.6875,7,3,2,0,0,0.4767
rt researchshop our new refuge handbook help sponsor group get readi arriv & amp ; integr featur …,0.3725212401980843,5.157894736842105,8,4,2,0,1,0.6249
rt lordpep lilyallen hope fake refuge children turn doorstep ❗️ sure youd find spare room fo…,0.5309073193326754,5.470588235294118,8,3,5,0,0,0.2732
rt aethonaia break syrian refuge arrest terror plot germani commit suicid jail on purpos…,0.3559563702119719,5.933333333333334,9,1,3,0,0,-0.4588
rt unicefuk break home sec amberruddmp commit reunit refuge children calai famili uk next wee…,0.5644707842690466,5.875,8,1,6,0,0,0.0258
refuge bricklay program give old skill new fit refuge brick,0.4407730755822165,5.363636363636363,4,1,5,0,0,0.3612
rt savethechildren everi parent want children safe & amp ; secur this refuge famili differ …,0.5771571050001026,5.411764705882353,9,3,1,0,0,0.4767
rt oxfamamerica meet brownkey abdullahi first femal refuge blogger live dadaab refuge camp via…,0.682842712474619,6.333333333333333,8,1,3,1,0,0.0
rt xhnew syrian refuge suspect plan bomb attack germani commit suicid prisonmedia…,0.6380711874576984,6.3076923076923075,10,1,1,0,0,-0.8909999999999999
rt nestauk 3 idea refuge & amp ; migrant integr win €50000 diogochalleng award ceremoni 27 oct tickets…,0.8089570206700691,5.421052631578948,7,2,2,1,0,0.7783
rt donateaphoto watch savethechildren help give refuge children place feel safe & amp ; secur …,0.5525858577612696,5.588235294117647,7,4,2,0,0,0.7579
rt tsanga10 greec need year proper shelter refuge children in meantim kid lock & amp ; homeless …,0.5525858577612696,5.105263157894737,13,1,1,0,0,0.0
rt jasonloumil it hypocrisi call christian chase away refuge someon seek help someon hungry…,0.32853285321782955,6.133333333333334,8,1,3,1,1,0.4019
rt wfp see wfp scale innov iri scan payment system jordan zaatari refuge camp…,0.3639563886444922,5.2,10,1,3,0,0,0.4404
rt counterjihadus isi use refuge flow infiltr west even state dept admit truth thursdaythought https…,0.3116736307086359,6.3125,11,3,0,1,0,0.4767
rt counterjihadus isi use refuge flow infiltr west even state dept admit truth thursdaythought https…,0.3116736307086359,6.3125,11,3,0,1,0,0.4767
putin the onli world leader speak sens syria & amp ; the migrant crisi migrant refuge syria usa russia,0.9608341482251328,5.1,9,1,4,0,0,-0.6249
rt counterjihadus isi use refuge flow infiltr west even state dept admit truth thursdaythought https…,0.3116736307086359,6.3125,11,3,0,1,0,0.4767
rt 4corner theyr human face australia tough border polici 100 refuge children live nauru…,0.5525858577612696,5.933333333333334,7,2,3,0,0,-0.128
femal refuge blogger dadaab—th world largest refuge camp speak women & amp ; justic dayofthegirl,0.696923425058676,6.0,8,0,5,0,0,0.5267
primeministergr stop forcibl deport turkey syrian refuge noori euturkeyd,0.4927992798267444,7.2,7,1,1,0,0,-0.29600000000000004
rt iamwatchingyooo watch help give refuge children place feel safe & amp ; secure…,0.6053274785083769,5.466666666666667,7,3,2,0,0,0.6249
rt rohyakobi my say lilyallen apolog afghan child refuge wrong,0.3639563886444922,5.636363636363637,4,2,2,1,1,-0.4404
rt stateprm watch live as richard discuss us leadership refuge issu today 12pm est withrefuge …,0.5771571050001026,5.588235294117647,8,2,3,0,1,0.0
rt savethechildren watch help give refuge children place feel safe & amp ; secur …,0.5525858577612696,5.125,6,4,2,0,0,0.7579
rt helprefugeesuk mani thank the mentor school support volunt refuge refugeeswelcom,0.6380711874576984,6.916666666666667,9,1,0,0,0,0.6808
rt stateprm watch live as richard discuss us leadership refuge issu today 12pm est withrefuge …,0.5771571050001026,5.588235294117647,8,2,3,0,1,0.0
rt jeneambros for boston friend msfusa run interact exhibit refuge experi oct 1523 …,0.3639563886444922,5.6,9,1,1,0,0,0.4767
tomorrow is the big day all ticket donat refuge kid educ match doubl impact…,0.3559563702119719,5.066666666666666,9,2,1,0,0,0.0
rt captusa76 speakerryan tell wimp friend mittromney bush famili vote hillari vote debt job refugee…,0.32853285321782955,6.25,11,1,2,1,0,-0.0085
rt ravenhuwolf germani muslim migrant rip lip ear & amp ; eyelid refuge shelter bodypartsmatter…,0.8504686227424478,6.0,9,2,2,0,0,0.0
rt joeeenglish great work stephencowan safepassageuk take decis action refuge children calai inspiring…,0.6565698352151748,7.357142857142857,7,2,4,0,0,0.7184
rt joeeenglish great work stephencowan safepassageuk take decis action refuge children calai inspiring…,0.6565698352151748,7.357142857142857,7,2,4,0,0,0.7184
rt konk we group refuge women run sunday rais $ asrc1 theyr $ 218 short target …,0.3226128574608258,4.444444444444445,6,3,3,1,1,0.0
afghan refuge goe home see famili return uk son wait jungl join next,0.3066054290269654,4.857142857142857,7,1,3,1,0,0.29600000000000004
rt konk 128 the number refuge children imprison limbo nauru oz gov dont miss 4corner the forgotten children mon…,0.5309073193326754,5.6,9,2,4,0,0,-0.4864
rt sputnikint multipl death report blast refuge camp near syriajordan border syriacrisi,0.3916371550013242,6.6923076923076925,7,1,2,0,0,0.0
german mayor beg help polic tackl refuge crimewav via mailonlin,0.4267766952966369,5.7272727272727275,6,1,2,0,0,0.4019
punish tortur mother & amp ; got refuge fraud nyc robert marcon,0.3226128574608258,4.846153846153846,7,1,2,0,0,-0.8286
rt yfpeacei someth deep sum beauti stori terriblytinytal refugeecrisi refuge globalcrisi https…,0.3817206807583979,7.3076923076923075,8,0,4,0,0,0.6361
rt avanconia 🇺🇸govern concealing😷cost refuge diseas rate😷 potus is anyth wont lie us 👉🔗…,0.3916371550013242,5.866666666666666,8,3,2,0,1,0.0
a good news asylum seeker help host communiti my latest post espressonlin refuge modellop,0.3414213562373095,5.933333333333334,9,1,2,0,1,0.6808
rt femaleprepp syrian refuge crash wed church duisburggermani yell allahuakbar what els,0.3725212401980843,6.6923076923076925,8,2,1,0,1,0.0
rt thewilsoncent find common ground politic sphere refuge polici cassidyjosephp,0.4140342101788418,7.181818181818182,4,1,4,1,0,0.0
roundtabl discuss refuge integr can expert naomi alboim queenssp estonian govern repre…,0.3916371550013242,6.6923076923076925,8,1,2,0,0,0.0
rt sufeilu the sun mistak 32 yr old home offic interpret refuge child or knew lie dontbuythesun …,0.348461712529338,5.105263157894737,9,3,3,0,0,-0.3818
mpg research eu refuge integr standard & amp ; recast 1st step 6yr niem tool read paper,0.348461712529338,4.833333333333333,8,2,2,0,0,0.0
rt humanityfirstuk hf continu support refuge children escap syria neighbour turkey jordan …,0.6053274785083769,6.5,10,2,1,0,0,0.4404
next week european administr collabor w us counterpart support refuge youth schools…,0.3916371550013242,6.461538461538462,7,1,3,0,1,0.4404
lebanes camp syrian wit rise connect refuge,0.4140342101788418,5.375,5,1,1,0,0,0.0
rt hpgodi odi sarapantuliano rippl effect australian & amp ; european refuge polici whydev,0.3725212401980843,6.0,9,0,3,0,0,0.0
syrian refuge famili thank freedom canada,0.3639563886444922,5.857142857142857,5,0,1,0,0,0.836
rt eminahrw on violenc inhuman condit mentalhealth refuge camp greec shanthahrw https…,0.348461712529338,6.615384615384615,11,0,0,0,0,-0.6249
fairytal crochet cover entir hous a project give hope refuge women …,0.3226128574608258,5.230769230769231,6,2,3,0,0,0.4404
rt humansecur fyelma experi refuge polici crisi refugeecrisi we need legal pathway those…,0.5771571050001026,6.357142857142857,10,1,1,0,1,-0.5574
rt unicef are us were call european council put children first & amp ; protect refuge & amp ; migrant children…,1.0983332121373306,5.045454545454546,6,5,3,1,1,0.3818
rt poettomdavi the refuge camp thoma davi poem poem poetri refugeecrisi refuge refugeeswelcom,1.2106549570167535,6.642857142857143,11,1,0,0,0,0.0
i went makassar sulewesi indonesia august meet refuge friend this happen,0.3559563702119719,6.0,5,2,3,0,0,0.4767
rt maintenonmadam well said 4corner sallyjackson thank 4 yr courag tell truth abt refuge children os detentio…,0.5644707842690466,6.111111111111111,7,5,1,2,0,0.8442
nelsonssenyang uganda best refuge hospit,0.7634413615167959,6.666666666666667,2,0,3,0,0,0.6369
rt wrcommiss we hire join us & amp ; part movement protect right & amp ; improv live refuge women+girls…,0.2885537118791427,4.9523809523809526,10,3,1,0,2,0.7901
rt ravenhuwolf germani cologn broad daylight merkel muslim refuge bike around longerich harass women & amp ; masturbating…,0.4140342101788418,6.421052631578948,12,0,2,0,0,-0.5423
rt hakamshahwan almost 10 year waitingfamili nahrelbar refuge camp leb look forward reconstruct campunr…,0.3170017710367744,6.933333333333334,9,1,1,2,0,0.0
becaus joebiden americanwomen refuge rape crisi minnesota littl girl utah rape rapistenabl biden,0.4023689270621825,6.857142857142857,10,1,2,0,0,-0.8689
rt foxnew fox & amp ; friend dsouza call refuge situat moral someon els expens foxnewsworld…,0.4140342101788418,5.411764705882353,8,3,3,0,0,0.5904
rt fairfaxforeign he spent year stuck airport now syrian refuge live near melbourn smh the…,0.3347911841944913,5.6875,8,3,1,1,1,-0.25
rt hpgodi odi sarapantuliano rippl effect australian & amp ; european refuge polici whydev,0.3725212401980843,6.0,9,0,3,0,0,0.0
rt humansecur thank speech institut respons refuge crisi alpozerdem fyelma,0.4407730755822165,6.7272727272727275,8,1,1,0,0,0.3612
rt martinrjay eu refuge program greec seem teeth problem,0.4140342101788418,5.6,7,1,1,0,0,-0.4019
rt tgsnttv syrian refuge germani 4 wive 22 kid spark social media fuss welfar whitegenocid,0.3639563886444922,5.625,8,1,4,0,0,0.0
rt tgsnttv syrian refuge germani 4 wive 22 kid spark social media fuss welfar whitegenocid,0.3639563886444922,5.625,8,1,4,0,0,0.0
rt valeriodec final safe syrian refuge kid arriv famili rome airport thank the…,0.4023689270621825,5.642857142857143,6,1,5,0,0,0.7003
syrianrefuge give tour berlin featur refuge shelter syrian restaur goal=giv refuge face…,0.3639563886444922,6.769230769230769,10,1,1,0,0,0.0
rt wsmireland peopl gather dublin protest evict calai refuge camp demand ireland take 200…,0.3347911841944913,6.0,11,2,0,0,0,-0.6705
rt networksmanag look calai muslim refuge camp onli 3 kid all rest islam armi wait 4 ordersmaga dc brexit nyc euref ht…,0.3559563702119719,5.173913043478261,13,3,3,0,0,0.0
voic botswana refuge crisi — eleph via usatoday,0.45624347841703794,5.222222222222222,6,0,1,0,0,-0.6249
migrant reloc thejungl refuge camp near calai franc npr,0.45624347841703794,5.5,7,0,1,0,0,0.0
rt kentpag 2016 +241k refuge & amp ; migrant children sought asylum europ read unicef help v…,1.0271749109060615,5.166666666666667,10,2,2,0,0,0.3818
uk paper call middl age calai migrant 16yearold refugeefr militayagedmen welfar canada kid,0.8089570206700691,6.428571428571429,8,1,3,0,0,0.0
rt cochetel syrian refuge children work aw condit istanbul kid kid access school …,0.5414213562373096,5.466666666666667,9,1,3,1,0,-0.4588
rt bdmowel italian prime minist repeat threat veto eu refuge quota countri,0.3916371550013242,5.6923076923076925,10,0,2,0,0,-0.5267
rt andytilsley last time camp clear 120 refuge children went miss we let happen …,0.5644707842690466,5.0625,4,5,2,0,1,-0.2023
ultim gravi trainer syrian refuge four wive 23 children ‘ claim $ 400000 year benefit 👁,0.3639563886444922,5.117647058823529,8,1,3,0,0,0.0
canadian becom immigr friend amid refuge crisi survey find,0.45624347841703794,5.8,5,1,2,0,0,-0.1585
rt cochetel syrian refuge children work aw condit istanbul kid kid access school …,0.5414213562373096,5.466666666666667,9,1,3,1,0,-0.4588
rt andytilsley last time camp clear 120 refuge children went miss we let happen …,0.5644707842690466,5.0625,4,5,2,0,1,-0.2023
ultim gravi trainer syrian refuge four wive 23 children ‘ claim $ 400000 year benefit 👁,0.3639563886444922,5.117647058823529,8,1,3,0,0,0.0
rt eusocialinnov huge congrat 2016s diogochalleng winner impress socinn solut refuge migrant integration…,0.8504686227424478,7.5,10,0,2,0,0,0.92
rt cochetel syrian refuge children work aw condit istanbul kid kid access school …,0.5414213562373096,5.466666666666667,9,1,3,1,0,-0.4588
rt republicsil afghan child refuge ask ashrafghani & amp ; afgexecut tear have ever ask peopl flee…,0.3916371550013242,5.5,8,3,1,1,0,-0.2263
rt solnsalli theeconomist explain make uganda refuge polici success,0.4267766952966369,6.7,5,2,2,0,0,0.7065
rt refugeeinfobus 1500 vulner refuge children hous white contain they watch communiti live be…,0.5414213562373096,6.266666666666667,6,1,5,0,1,-0.2263
rt athenslivegr the situat refuge camp elliniko challeng refugeesgr greec athensl …,0.3817206807583979,6.384615384615385,10,1,0,0,0,0.2247
rt yaxl 3 month ago tini ugandan villag now world fourthlargest refuge camp,0.3170017710367744,5.357142857142857,6,1,2,3,0,0.0
icymi perth lawyer rais ugandan refuge camp flee south sudan win industri award…,0.3916371550013242,5.714285714285714,9,0,4,0,0,0.5719
rt natakallam the refuge famili pick wast surviv,0.348461712529338,5.333333333333333,6,1,0,0,0,-0.4215
unaccompani refuge children & amp ; import social network,0.7508163313634132,5.7,5,0,2,0,0,0.3612
rt eurochildorg the situat children move good concis video report europarltv refuge ch…,0.5907391304340767,6.214285714285714,7,3,2,0,0,0.4404
thankyoucanada syrian refuge fulfil dream becom pharmacist haidagwaii bcpoli cdnpoli,0.4140342101788418,7.636363636363637,9,0,1,0,0,0.0
rt eurochildorg the situat children move good concis video report europarltv refuge ch…,0.5907391304340767,6.214285714285714,7,3,2,0,0,0.4404
rt texastweetybird whi let video dismantl case refuge influx …,0.3226128574608258,5.636363636363637,7,2,1,0,0,0.0
uk media coverag refuge children shame yet today pleas help us condemn calai pls rt,0.5644707842690466,5.1875,7,3,3,1,1,-0.128
rt alimdaaduk help us deliv bread peopl syria,0.0,5.0,4,2,1,0,1,0.4019
30000 refuge children strand desert jordan close border syria desper need,0.5525858577612696,6.083333333333333,6,1,2,0,0,-0.3182
rt syricid pt assadmost syrian refuge want come home didnt leav govt left wa…,0.0,5.133333333333334,10,3,1,0,0,0.1149
rt othrfactsoflif refuge news game throne star call eu leader help refuge strand greec,0.0,5.733333333333333,11,2,0,0,0,0.4019
rt msf syria 60000 peopl desper need humanitarian assist jordanian border,0.0,6.083333333333333,7,1,2,0,0,-0.3818
rt basemn63 this isnt doomsday it yarmouk palestinian refuge camp syria 😢,0.3817206807583979,5.615384615384615,7,1,2,0,1,0.4717
rt unhcrdc resettl found 066 % refuge unhcr mandat,0.18257418583505536,5.0,5,1,2,0,0,0.0
rt instantreport erdogan announc syrian refuge countri given turkish citizenship turkey,0.0,7.25,6,2,3,0,0,0.0
rt unicefmena unicef reach 13500 peopl two besieg town zamalka arbin rural damascus syria …,0.0,5.6875,8,2,3,0,0,0.1027
raw migrant boat crash greec shore,0.0,4.857142857142857,5,0,1,0,0,0.0
rt alexverbeek shock everi minut anoth 24 peopl displac refuge migrat …,0.0,5.461538461538462,10,0,0,0,0,-0.4019
rt tppen hungari hold referendum refuge protect refugeecrisi,0.0,6.666666666666667,7,1,0,0,0,0.0
rt freedom2whack refuge schoolchildren greek camp makeshift classroom summer break cnn melbourn…,0.0,7.384615384615385,11,0,1,0,0,-0.29600000000000004
refuge news rutland citi wont vote refuge resettl,0.0,5.444444444444445,6,0,2,0,0,0.0
rt radkohokovski 65 pct european believ influx immigr increas threat terror,0.0,6.25,6,1,3,0,0,-0.2732
rt german feder polic tighten control border franc follow niceattack report,0.0,6.25,7,1,3,0,0,0.0
rt war engulf pari muslim wage migrat hijrah jihad franc soon fall islamist vote trump maga primaryday,0.0,5.666666666666667,12,1,3,1,0,-0.5994
board immigr appeal eoir eoir immigrationapp eoir eoir europ eu offer new immi,0.3922322702763681,5.571428571428571,10,2,1,0,0,0.0
rt refuge camp intend temporari mani displac peopl find stay,0.4267766952966369,5.454545454545454,8,2,0,0,0,0.0
rt european institut sweden organis debat catalan case euialmedalen https,0.0,6.636363636363637,6,1,3,0,0,0.0
eosgroup acquir debtcollect servic provid contentia franc belgium,0.0,7.222222222222222,8,0,0,0,0,0.0
us immigr welcom immigr foundat us declar indep uslatino uniteblu,0.0,5.909090909090909,4,2,2,0,2,0.4404
rt immigr hurt sweden babi die today overpopul hospit,0.0,5.3,6,2,1,0,0,-0.2081
rt refuge news newcom kitchen cook busi ventur syrian refuge women,1.3223192267466493,5.5,10,0,1,0,0,0.0
usa immigr guid us ny nj nyc newyork newjersey immigr session step trump immigrat,0.0,5.4,7,1,4,1,1,0.0
migrant crisi asylum seeker sever beaten hungari border human right watch claim via,0.5163977794943222,5.928571428571429,7,1,4,0,0,-0.872
rt refuge news refuge ask return syria hous bnp estat,0.6565698352151748,4.818181818181818,8,1,1,0,0,0.0
immigr detaine hunger strike protest solitari lockdown via cdnimm cdnpoli,0.0,6.636363636363637,7,0,2,0,0,-0.5423
us immigr prosecut illeg entri drive forc mass incarcer uslatino uniteblu,0.0,6.083333333333333,8,1,1,0,1,-0.5574
rt migrant situat eu bad shut eu longest rail motorway https,0.9428090415820636,5.0,9,0,2,0,0,-0.6696
refuge news delay refuge arriv turkey like wake attempt coup,0.804737854124365,5.454545454545454,7,0,1,0,0,0.0
rt refuge news raleigh volunt offer first hand view attempt turkish coup,0.4734662332507986,5.538461538461538,10,0,2,0,0,0.4939
dadaab camp shut protect kenya secur kenya startup fund refuge,0.4407730755822165,5.636363636363637,8,2,0,0,0,0.6124
rt iceland want uk join nordic allianc non eu countri poland austria deutschland https,0.2581988897471611,5.733333333333333,9,3,2,0,0,0.3612
rt heaven place earth sweden exact saltsj boo sweden sverig dreamhous,0.0,5.75,6,0,5,0,0,0.5106
rt premier show schedul th juli pm local time franc kabali pari,0.0,4.846153846153846,9,1,2,0,0,0.0
rt old new bookstor pari franc tw,0.0,4.125,5,0,2,0,0,0.0
rt break million protest franc therevolut us nuitdebout seeyouinphilli,0.0,7.0,5,1,0,0,1,-0.4215
rt idaho refuge stori confirm say year money,0.4023689270621825,4.888888888888889,7,1,0,0,0,0.0
rt present magazin new issu abyss civil migrant deadlock,0.6030226891555273,5.6,4,1,4,0,0,-0.34
stop shop malta estonia australia greec portug cyprus slovenia japan china sweden korea,0.0,6.214285714285714,10,2,1,0,0,-0.29600000000000004
victori crowder pari franc news,0.0,5.166666666666667,4,0,1,0,0,0.0
eu switzerland must speed consult migrat,0.3333333333333333,5.714285714285714,3,1,1,0,0,0.0
like game go give thumb mobilegam southafrica finland netherland newreleas android,0.0,6.833333333333333,7,2,1,0,0,0.3612
edm franc electrohous festiv junior need know extend mix listen,0.0,5.7272727272727275,6,2,2,0,0,0.4939
bloodi hell austria,0.0,4.75,3,0,0,0,0,-0.8176
rt euro pleas note franc allow vehicl carri alcohol cross border today,0.0,5.384615384615385,10,0,1,0,0,0.3182
stoprac rohingya born refuge bt racism made endrohingyaoppress,0.4927992798267444,6.888888888888889,5,2,1,0,0,-0.6249
hungari jail migrant year border cross reuter migrat,0.0,5.777777777777778,7,0,1,0,0,0.0
rt sacr bleu franc holland popular hit rock bottom leav,0.0,5.0,9,0,1,0,0,0.4404
rt agenda behind refuge crisi plan along refugeescrisi,0.4927992798267444,6.0,6,0,0,0,0,-0.6249
rt tear gas violenc franc thousand protest disput labor law,0.0,5.363636363636363,8,0,0,0,0,-0.8519
honor cultur law univers code decenc wristband fix sweden islamophobia muslim,0.0,6.416666666666667,8,1,2,0,0,-0.3875
rt day stay tune tomorrow reveal venicemyfutur venic itali,0.0,5.8,7,1,1,0,0,0.0
rt franc jew control court continu attack year old revisionist robert faurisson,0.0,6.076923076923077,11,0,1,0,0,-0.4588
panoramix radio station luca steve make right franc uk canada spain russia,0.0,5.6923076923076925,8,2,1,0,0,0.0
rt vasyl slipak ua opera singer live franc die russian sniper bullet defend ukrain warzon http,0.0,5.529411764705882,11,1,4,0,0,-0.5574
legaci democrat obamaturd illeg refuge illeg immigr bring death american,0.0,6.545454545454546,6,1,3,0,0,-0.9022
feel sorri girl sweden gon na make target immigr issu,0.0,4.818181818181818,5,2,2,0,0,-0.0772
repost repostapp callejon elrav barcelona soul europ,0.3535533905932737,6.5,6,0,1,0,0,0.0
album topmusicfr sound silver sound silver lcd soundsystem format toprock amazon franc,0.0,6.615384615384615,8,1,2,1,0,0.1779
rt race start tomorrow vichi last chanc race ahead olymp olymp franc,0.0,5.230769230769231,9,0,2,1,0,0.25
rt refuge news game throne star call eu leader help refuge strand greec,0.6565698352151748,5.071428571428571,12,1,0,0,0,0.4019
rt refuge come us flee polit violenc caus accord number tyt migrat obvious https,0.0,5.333333333333333,7,1,4,1,1,-0.6249
rt refuge come us flee polit violenc caus accord number tyt migrat obvious https,0.0,5.333333333333333,7,1,4,1,1,-0.6249
help helpless refuge sight,0.4927992798267444,5.2,3,1,0,0,0,-0.3612
rt nasrallah inform say come refuge camp alqaa arsal outskirt,0.3347911841944913,5.545454545454546,7,2,1,0,0,0.0
rt immigr redeem educ reform progress credenti,0.0,5.75,5,1,1,0,0,0.0
deport defenselawy immigr represent newjersey nj ny dhs cale,0.0,6.0,7,0,2,0,0,0.0
rt nasrallah inform say come refuge camp alqaa arsal outskirt,0.3347911841944913,5.545454545454546,7,2,1,0,0,0.0
rt immigr redeem educ reform progress credenti,0.0,5.75,5,1,1,0,0,0.0
deport defenselawy immigr represent newjersey nj ny dhs cale,0.0,6.0,7,0,2,0,0,0.0
rt sweden interior minist say countri intend expel migrant whose applic asylum,0.0,6.0,4,2,5,0,1,-0.4404
disclosur rock werchter belgium werchter rockwercht rockwercht europ,0.2886751345948129,7.555555555555555,8,0,0,0,0,0.0
top intern leader month usa germani ireland slovakia ukrain franc netherland finland spain russia,0.0,6.466666666666667,10,0,4,0,0,0.2023
anchor babi birthright citizenship new immigr scam pjnet ccot tcot,0.0,6.0,6,1,3,0,0,-0.5719
arab african islamist refuge asylum seeker continu molest white teenagegirl public sweden,0.4023689270621825,6.846153846153846,6,0,6,0,0,-0.4767
